production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes,line_id,shift,units_produced,efficiency
PROD00210,2026-03-09 18:00:00,Plant_B,Contact Lens,137,Assembly_M3,52.67,101.75,30,Line_1,Day,149,0.94
PROD00211,2026-03-09 19:00:00,Plant_B,Contact Lens,480,Grinding_M1,38.91,116.72,1,Line_2,Day,159,0.85
PROD00212,2026-03-09 20:00:00,Plant_A,Sunglasses,151,Grinding_M1,66.52,418.5,42,Line_1,Night,246,0.74
PROD00213,2026-03-09 21:00:00,Plant_B,Optical Frame,217,Coating_M2,61.75,139.09,21,Line_1,Night,240,0.96
PROD00214,2026-03-09 22:00:00,Plant_B,Optical Frame,383,Coating_M2,28.22,283.98,4,Line_1,Day,204,0.84
PROD00215,2026-03-09 23:00:00,Plant_A,Contact Lens,329,Assembly_M3,72.49,325.71,22,Line_2,Day,266,0.85
PROD00216,2026-03-10 00:00:00,Plant_A,Optical Frame,478,Coating_M2,27.17,346.2,1,Line_1,Night,284,0.94
PROD00217,2026-03-10 01:00:00,Plant_B,Reading Glasses,215,Assembly_M3,47.3,338.02,26,Line_1,Day,230,0.73
PROD00218,2026-03-10 02:00:00,Plant_A,Sunglasses,181,Grinding_M1,37.47,458.32,51,Line_1,Day,295,0.98
PROD00219,2026-03-10 03:00:00,Plant_B,Prescription Lens,312,Coating_M2,41.19,430.66,10,Line_1,Night,479,0.77
PROD00220,2026-03-10 04:00:00,Plant_B,Contact Lens,183,Grinding_M1,30.04,117.96,48,Line_2,Day,326,0.81
PROD00221,2026-03-10 05:00:00,Plant_B,Optical Frame,262,Grinding_M1,31.1,296.76,36,Line_2,Night,342,0.95
PROD00222,2026-03-10 06:00:00,Plant_A,Prescription Lens,459,Grinding_M1,26.6,395.96,23,Line_1,Night,441,0.85
PROD00223,2026-03-10 07:00:00,Plant_A,Optical Frame,114,Assembly_M3,40.81,190.73,35,Line_2,Day,370,0.75
PROD00224,2026-03-10 08:00:00,Plant_B,Optical Frame,245,Assembly_M3,70.54,472.73,31,Line_2,Night,318,0.83
PROD00225,2026-03-10 09:00:00,Plant_A,Optical Frame,470,Assembly_M3,21.31,112.51,4,Line_2,Day,431,0.89
PROD00226,2026-03-10 10:00:00,Plant_B,Contact Lens,142,Coating_M2,41.56,333.37,55,Line_2,Day,337,0.73
PROD00227,2026-03-10 11:00:00,Plant_B,Sunglasses,422,Assembly_M3,40.15,296.1,35,Line_1,Night,486,0.76
PROD00228,2026-03-10 12:00:00,Plant_B,Optical Frame,367,Assembly_M3,76.27,432.08,20,Line_1,Night,155,0.78
PROD00229,2026-03-10 13:00:00,Plant_A,Contact Lens,321,Assembly_M3,35.72,326.82,26,Line_1,Day,303,0.93
PROD00230,2026-03-10 14:00:00,Plant_B,Reading Glasses,145,Coating_M2,79.33,123.87,40,Line_1,Night,236,0.78
PROD00231,2026-03-10 15:00:00,Plant_A,Contact Lens,278,Grinding_M1,53.33,273.7,53,Line_2,Night,281,0.75
PROD00232,2026-03-10 16:00:00,Plant_B,Reading Glasses,298,Coating_M2,48.77,236.11,25,Line_1,Night,425,0.82
PROD00233,2026-03-10 17:00:00,Plant_B,Contact Lens,105,Grinding_M1,34.3,391.27,59,Line_2,Day,192,0.92
PROD00234,2026-03-10 18:00:00,Plant_A,Optical Frame,367,Grinding_M1,61.43,189.36,12,Line_1,Day,135,0.84
PROD00235,2026-03-10 19:00:00,Plant_B,Sunglasses,250,Coating_M2,79.94,149.28,31,Line_1,Day,400,0.91
PROD00236,2026-03-10 20:00:00,Plant_B,Contact Lens,254,Coating_M2,72.87,165.22,54,Line_2,Night,293,0.9
PROD00237,2026-03-10 21:00:00,Plant_B,Prescription Lens,213,Grinding_M1,32.67,231.38,24,Line_1,Night,444,0.99
PROD00238,2026-03-10 22:00:00,Plant_A,Prescription Lens,106,Coating_M2,36.1,485.75,37,Line_2,Night,328,0.99
PROD00239,2026-03-10 23:00:00,Plant_A,Optical Frame,145,Coating_M2,61.33,420.06,10,Line_1,Night,294,0.71
PROD00240,2026-03-11 00:00:00,Plant_B,Reading Glasses,441,Assembly_M3,70.59,488.12,7,Line_2,Day,407,0.82
PROD00241,2026-03-11 01:00:00,Plant_A,Contact Lens,125,Grinding_M1,30.82,260.76,48,Line_1,Night,200,0.94
PROD00242,2026-03-11 02:00:00,Plant_A,Prescription Lens,439,Assembly_M3,31.94,208.69,11,Line_2,Night,428,0.72
PROD00243,2026-03-11 03:00:00,Plant_B,Contact Lens,113,Grinding_M1,35.83,300.72,56,Line_2,Day,444,0.8
PROD00244,2026-03-11 04:00:00,Plant_B,Optical Frame,208,Coating_M2,44.15,179.68,39,Line_2,Night,157,0.8
PROD00245,2026-03-11 05:00:00,Plant_B,Sunglasses,256,Grinding_M1,72.37,202.97,48,Line_1,Day,346,0.83
PROD00246,2026-03-11 06:00:00,Plant_B,Prescription Lens,389,Grinding_M1,32.53,485.96,16,Line_2,Night,231,0.73
PROD00247,2026-03-11 07:00:00,Plant_B,Contact Lens,289,Coating_M2,26.9,439.95,17,Line_2,Night,307,0.81
PROD00248,2026-03-11 08:00:00,Plant_A,Reading Glasses,402,Coating_M2,76.7,406.27,37,Line_1,Day,248,0.73
PROD00249,2026-03-11 09:00:00,Plant_A,Optical Frame,263,Coating_M2,29.14,165.15,20,Line_2,Day,217,0.92
PROD00250,2026-03-11 10:00:00,Plant_B,Reading Glasses,360,Assembly_M3,58.66,383.55,47,Line_2,Day,155,0.87
PROD00251,2026-03-11 11:00:00,Plant_B,Prescription Lens,327,Coating_M2,49.1,320.01,47,Line_1,Night,429,0.98
PROD00252,2026-03-11 12:00:00,Plant_A,Sunglasses,482,Grinding_M1,34.74,176.97,44,Line_2,Night,168,0.82
PROD00253,2026-03-11 13:00:00,Plant_A,Contact Lens,340,Coating_M2,44.29,357.04,36,Line_1,Night,179,0.82
PROD00254,2026-03-11 14:00:00,Plant_A,Optical Frame,289,Coating_M2,68.01,265.98,25,Line_1,Night,200,0.95
PROD00255,2026-03-11 15:00:00,Plant_B,Reading Glasses,439,Coating_M2,23.65,380.45,45,Line_1,Night,321,0.98
PROD00256,2026-03-11 16:00:00,Plant_B,Reading Glasses,181,Grinding_M1,24.69,131.69,3,Line_1,Night,428,0.95
PROD00257,2026-03-11 17:00:00,Plant_A,Prescription Lens,458,Coating_M2,21.99,238.0,46,Line_2,Day,101,0.84
PROD00258,2026-03-11 18:00:00,Plant_B,Prescription Lens,292,Grinding_M1,47.59,355.33,31,Line_1,Night,121,0.75
PROD00259,2026-03-11 19:00:00,Plant_B,Prescription Lens,267,Coating_M2,76.96,277.87,14,Line_1,Night,267,0.75
PROD00260,2026-03-11 20:00:00,Plant_A,Reading Glasses,286,Assembly_M3,57.65,218.67,23,Line_1,Day,480,0.93
PROD00261,2026-03-11 21:00:00,Plant_A,Contact Lens,380,Assembly_M3,34.52,339.34,29,Line_1,Day,132,0.71
PROD00262,2026-03-11 22:00:00,Plant_A,Prescription Lens,150,Grinding_M1,61.58,176.46,39,Line_2,Night,287,0.89
PROD00263,2026-03-11 23:00:00,Plant_A,Optical Frame,352,Grinding_M1,76.36,251.22,31,Line_2,Night,471,0.72
PROD00264,2026-03-12 00:00:00,Plant_B,Contact Lens,438,Assembly_M3,20.31,193.85,48,Line_1,Night,205,0.88
PROD00265,2026-03-12 01:00:00,Plant_B,Prescription Lens,426,Assembly_M3,74.32,170.96,21,Line_1,Night,262,0.94
PROD00266,2026-03-12 02:00:00,Plant_B,Reading Glasses,130,Coating_M2,63.31,120.41,21,Line_1,Night,252,0.95
PROD00267,2026-03-12 03:00:00,Plant_A,Sunglasses,484,Assembly_M3,63.26,308.94,35,Line_1,Day,162,0.75
PROD00268,2026-03-12 04:00:00,Plant_B,Prescription Lens,405,Grinding_M1,36.57,158.59,53,Line_1,Day,313,0.99
PROD00269,2026-03-12 05:00:00,Plant_A,Optical Frame,147,Grinding_M1,43.97,480.49,48,Line_1,Day,193,0.93
PROD00270,2026-03-12 06:00:00,Plant_B,Contact Lens,119,Coating_M2,32.29,139.13,44,Line_2,Night,279,0.93
PROD00271,2026-03-12 07:00:00,Plant_A,Reading Glasses,461,Grinding_M1,46.59,445.5,12,Line_2,Day,229,0.82
PROD00272,2026-03-12 08:00:00,Plant_B,Prescription Lens,131,Coating_M2,77.94,119.62,3,Line_1,Night,206,0.96
PROD00273,2026-03-12 09:00:00,Plant_B,Sunglasses,308,Coating_M2,36.71,394.23,2,Line_1,Day,261,0.84
PROD00274,2026-03-12 10:00:00,Plant_B,Sunglasses,333,Assembly_M3,62.76,286.1,11,Line_1,Night,393,0.75
PROD00275,2026-03-12 11:00:00,Plant_B,Reading Glasses,474,Grinding_M1,55.88,396.29,19,Line_2,Day,406,0.81
PROD00276,2026-03-12 12:00:00,Plant_A,Contact Lens,124,Assembly_M3,41.18,136.61,51,Line_1,Day,385,0.98
PROD00277,2026-03-12 13:00:00,Plant_B,Contact Lens,144,Assembly_M3,46.5,224.37,5,Line_2,Night,223,0.72
PROD00278,2026-03-12 14:00:00,Plant_A,Reading Glasses,182,Assembly_M3,74.59,232.14,20,Line_2,Night,494,0.76
PROD00279,2026-03-12 15:00:00,Plant_A,Contact Lens,315,Assembly_M3,71.23,403.92,28,Line_1,Day,458,0.76
PROD00280,2026-03-12 16:00:00,Plant_B,Reading Glasses,193,Coating_M2,54.19,241.15,6,Line_1,Day,463,0.84
PROD00281,2026-03-12 17:00:00,Plant_A,Optical Frame,489,Grinding_M1,33.03,443.21,33,Line_2,Night,180,0.71
PROD00282,2026-03-12 18:00:00,Plant_A,Sunglasses,290,Grinding_M1,38.61,244.24,53,Line_2,Day,341,0.88
PROD00283,2026-03-12 19:00:00,Plant_A,Contact Lens,291,Grinding_M1,75.94,173.73,4,Line_2,Night,140,0.76
PROD00284,2026-03-12 20:00:00,Plant_B,Prescription Lens,466,Grinding_M1,72.04,178.04,26,Line_2,Day,466,0.94
PROD00285,2026-03-12 21:00:00,Plant_B,Optical Frame,113,Coating_M2,53.48,155.95,58,Line_2,Day,244,0.87
PROD00286,2026-03-12 22:00:00,Plant_A,Contact Lens,148,Grinding_M1,54.66,382.74,56,Line_2,Day,296,0.77
PROD00287,2026-03-12 23:00:00,Plant_A,Sunglasses,189,Assembly_M3,46.51,184.14,15,Line_1,Night,365,0.96
PROD00288,2026-03-13 00:00:00,Plant_A,Contact Lens,412,Coating_M2,55.83,328.83,51,Line_1,Day,261,0.72
PROD00289,2026-03-13 01:00:00,Plant_A,Sunglasses,447,Coating_M2,35.25,441.04,41,Line_2,Day,435,0.77
PROD00290,2026-03-13 02:00:00,Plant_B,Prescription Lens,122,Grinding_M1,74.67,342.85,47,Line_2,Day,288,0.91
PROD00291,2026-03-13 03:00:00,Plant_A,Reading Glasses,229,Coating_M2,65.62,143.69,31,Line_2,Night,365,0.7
PROD00292,2026-03-13 04:00:00,Plant_B,Optical Frame,145,Assembly_M3,26.58,102.36,53,Line_1,Night,491,0.9
PROD00293,2026-03-13 05:00:00,Plant_A,Sunglasses,298,Grinding_M1,78.58,103.44,21,Line_2,Night,197,0.72
PROD00294,2026-03-13 06:00:00,Plant_B,Contact Lens,322,Grinding_M1,35.89,486.8,36,Line_1,Day,360,0.79
PROD00295,2026-03-13 07:00:00,Plant_A,Reading Glasses,414,Grinding_M1,61.57,417.71,16,Line_1,Day,213,0.91
PROD00296,2026-03-13 08:00:00,Plant_A,Reading Glasses,474,Coating_M2,70.26,114.69,21,Line_1,Day,116,0.94
PROD00297,2026-03-13 09:00:00,Plant_B,Optical Frame,468,Grinding_M1,78.84,150.04,50,Line_1,Night,400,0.84
PROD00298,2026-03-13 10:00:00,Plant_A,Prescription Lens,210,Coating_M2,67.51,304.58,22,Line_2,Day,419,0.96
PROD00299,2026-03-13 11:00:00,Plant_B,Prescription Lens,133,Coating_M2,42.62,192.6,44,Line_2,Day,355,0.72
PROD00300,2026-03-13 12:00:00,Plant_B,Sunglasses,248,Assembly_M3,52.42,482.47,21,Line_2,Night,314,0.71
PROD00301,2026-03-13 13:00:00,Plant_A,Sunglasses,493,Grinding_M1,67.52,460.05,57,Line_2,Night,134,0.72
PROD00302,2026-03-13 14:00:00,Plant_A,Sunglasses,496,Coating_M2,69.86,172.83,39,Line_2,Day,177,0.89
PROD00303,2026-03-13 15:00:00,Plant_B,Optical Frame,254,Assembly_M3,46.45,305.4,55,Line_1,Night,239,0.86
PROD00304,2026-03-13 16:00:00,Plant_B,Prescription Lens,401,Assembly_M3,48.2,294.69,7,Line_2,Day,238,0.99
PROD00305,2026-03-13 17:00:00,Plant_A,Sunglasses,193,Coating_M2,36.45,444.89,21,Line_2,Night,491,0.84
PROD00306,2026-03-13 18:00:00,Plant_B,Optical Frame,123,Assembly_M3,59.98,107.88,17,Line_2,Night,193,0.93
PROD00307,2026-03-13 19:00:00,Plant_B,Reading Glasses,165,Coating_M2,62.91,458.55,41,Line_1,Night,199,0.88
PROD00308,2026-03-13 20:00:00,Plant_B,Optical Frame,292,Coating_M2,22.95,300.84,34,Line_2,Day,391,0.78
PROD00309,2026-03-13 21:00:00,Plant_A,Optical Frame,153,Grinding_M1,41.76,378.2,8,Line_1,Day,277,0.97
PROD00310,2026-03-13 22:00:00,Plant_A,Prescription Lens,448,Assembly_M3,33.39,298.77,42,Line_1,Day,315,0.88
PROD00311,2026-03-13 23:00:00,Plant_A,Reading Glasses,455,Grinding_M1,62.28,184.47,50,Line_1,Night,147,0.92
PROD00312,2026-03-14 00:00:00,Plant_A,Reading Glasses,455,Assembly_M3,53.31,333.87,27,Line_1,Night,331,0.84
PROD00313,2026-03-14 01:00:00,Plant_B,Sunglasses,429,Assembly_M3,64.59,174.41,12,Line_1,Night,306,0.93
PROD00314,2026-03-14 02:00:00,Plant_B,Reading Glasses,162,Grinding_M1,72.83,334.53,12,Line_2,Night,186,0.9
PROD00315,2026-03-14 03:00:00,Plant_B,Optical Frame,261,Grinding_M1,22.87,205.04,35,Line_1,Day,421,0.77
PROD00316,2026-03-14 04:00:00,Plant_A,Prescription Lens,197,Coating_M2,79.04,496.24,1,Line_1,Day,202,0.84
PROD00317,2026-03-14 05:00:00,Plant_B,Optical Frame,447,Grinding_M1,71.12,348.1,19,Line_1,Day,498,1.0
PROD00318,2026-03-14 06:00:00,Plant_B,Prescription Lens,221,Coating_M2,44.09,250.23,59,Line_2,Night,204,0.95
PROD00319,2026-03-14 07:00:00,Plant_B,Optical Frame,177,Assembly_M3,57.66,468.81,48,Line_1,Night,319,0.88
PROD00320,2026-03-14 08:00:00,Plant_B,Optical Frame,253,Coating_M2,56.46,160.6,2,Line_1,Night,391,1.0
PROD00321,2026-03-14 09:00:00,Plant_A,Contact Lens,347,Coating_M2,38.95,404.18,41,Line_2,Night,310,0.84
PROD00322,2026-03-14 10:00:00,Plant_A,Sunglasses,194,Assembly_M3,38.94,229.84,9,Line_1,Day,469,0.86
PROD00323,2026-03-14 11:00:00,Plant_A,Sunglasses,115,Coating_M2,39.61,223.26,58,Line_2,Night,444,0.98
PROD00324,2026-03-14 12:00:00,Plant_A,Prescription Lens,350,Assembly_M3,35.33,162.24,17,Line_2,Night,317,0.93
PROD00325,2026-03-14 13:00:00,Plant_B,Sunglasses,162,Assembly_M3,23.49,218.85,56,Line_1,Day,309,0.75
PROD00326,2026-03-14 14:00:00,Plant_A,Optical Frame,242,Coating_M2,47.97,219.94,9,Line_2,Night,398,0.89
PROD00327,2026-03-14 15:00:00,Plant_A,Reading Glasses,331,Grinding_M1,62.1,333.62,1,Line_2,Night,252,0.92
PROD00328,2026-03-14 16:00:00,Plant_A,Optical Frame,245,Coating_M2,27.16,298.45,4,Line_2,Day,471,0.86
PROD00329,2026-03-14 17:00:00,Plant_A,Contact Lens,464,Grinding_M1,49.06,160.04,21,Line_1,Day,140,0.88
PROD00330,2026-03-14 18:00:00,Plant_B,Contact Lens,113,Assembly_M3,63.43,389.92,33,Line_2,Night,264,0.84
PROD00331,2026-03-14 19:00:00,Plant_B,Contact Lens,293,Grinding_M1,67.73,276.26,55,Line_1,Day,489,0.95
PROD00332,2026-03-14 20:00:00,Plant_B,Optical Frame,311,Grinding_M1,37.61,232.39,30,Line_2,Night,416,0.88
PROD00333,2026-03-14 21:00:00,Plant_B,Prescription Lens,468,Grinding_M1,75.05,273.68,1,Line_2,Day,201,0.75
PROD00334,2026-03-14 22:00:00,Plant_B,Optical Frame,333,Grinding_M1,60.11,321.68,17,Line_1,Day,307,0.89
PROD00335,2026-03-14 23:00:00,Plant_B,Sunglasses,425,Coating_M2,46.43,299.37,16,Line_2,Day,285,0.9
PROD00336,2026-03-15 00:00:00,Plant_B,Sunglasses,116,Assembly_M3,50.87,220.2,49,Line_2,Day,263,0.83
PROD00337,2026-03-15 01:00:00,Plant_B,Sunglasses,240,Grinding_M1,55.85,241.17,29,Line_1,Night,333,0.97
PROD00338,2026-03-15 02:00:00,Plant_B,Prescription Lens,311,Assembly_M3,23.5,356.59,18,Line_1,Night,239,0.83
PROD00339,2026-03-15 03:00:00,Plant_A,Prescription Lens,357,Assembly_M3,56.06,114.65,28,Line_2,Night,169,0.83
PROD00340,2026-03-15 04:00:00,Plant_A,Reading Glasses,238,Coating_M2,71.58,447.12,1,Line_2,Night,129,0.76
PROD00341,2026-03-15 05:00:00,Plant_A,Contact Lens,337,Assembly_M3,50.94,378.38,29,Line_2,Night,213,0.95
PROD00342,2026-03-15 06:00:00,Plant_A,Contact Lens,485,Assembly_M3,65.26,346.74,22,Line_2,Night,385,0.73
PROD00343,2026-03-15 07:00:00,Plant_A,Reading Glasses,255,Coating_M2,58.63,322.86,30,Line_2,Day,382,0.95
PROD00344,2026-03-15 08:00:00,Plant_A,Optical Frame,468,Grinding_M1,56.06,378.83,23,Line_2,Night,318,1.0
PROD00345,2026-03-15 09:00:00,Plant_A,Reading Glasses,299,Grinding_M1,69.13,240.08,54,Line_1,Night,155,0.95
PROD00346,2026-03-15 10:00:00,Plant_B,Contact Lens,287,Grinding_M1,71.78,337.57,14,Line_1,Night,441,0.72
PROD00347,2026-03-15 11:00:00,Plant_B,Prescription Lens,430,Grinding_M1,20.25,459.83,42,Line_2,Day,453,0.97
PROD00348,2026-03-15 12:00:00,Plant_B,Prescription Lens,186,Assembly_M3,26.89,374.48,8,Line_1,Day,127,0.98
PROD00349,2026-03-15 13:00:00,Plant_A,Sunglasses,194,Assembly_M3,72.6,371.14,15,Line_2,Night,186,0.83
PROD00350,2026-03-15 14:00:00,Plant_B,Prescription Lens,336,Coating_M2,36.95,298.35,51,Line_1,Day,370,0.84
PROD00351,2026-03-15 15:00:00,Plant_B,Optical Frame,166,Grinding_M1,75.68,145.35,15,Line_2,Night,491,0.98
PROD00352,2026-03-15 16:00:00,Plant_B,Reading Glasses,195,Assembly_M3,48.02,316.22,29,Line_1,Day,490,0.73
PROD00353,2026-03-15 17:00:00,Plant_B,Sunglasses,277,Grinding_M1,31.61,361.33,54,Line_2,Night,445,0.9
PROD00354,2026-03-15 18:00:00,Plant_A,Reading Glasses,431,Coating_M2,22.67,234.05,14,Line_1,Night,125,0.75
PROD00355,2026-03-15 19:00:00,Plant_A,Contact Lens,397,Grinding_M1,58.27,481.58,0,Line_2,Day,409,0.85
PROD00356,2026-03-15 20:00:00,Plant_B,Reading Glasses,111,Grinding_M1,24.98,109.03,10,Line_2,Night,477,0.87
PROD00357,2026-03-15 21:00:00,Plant_A,Reading Glasses,407,Coating_M2,75.25,310.24,35,Line_1,Day,278,0.72
PROD00358,2026-03-15 22:00:00,Plant_A,Sunglasses,430,Coating_M2,42.19,169.77,12,Line_1,Day,134,0.88
PROD00359,2026-03-15 23:00:00,Plant_B,Optical Frame,143,Grinding_M1,56.02,435.06,55,Line_2,Day,221,0.89
PROD00360,2026-03-16 00:00:00,Plant_B,Prescription Lens,338,Assembly_M3,63.03,457.32,38,Line_2,Day,310,0.76
PROD00361,2026-03-16 01:00:00,Plant_B,Reading Glasses,309,Grinding_M1,51.46,229.16,50,Line_1,Night,344,0.84
PROD00362,2026-03-16 02:00:00,Plant_A,Optical Frame,347,Grinding_M1,73.59,149.18,28,Line_2,Night,174,0.96
PROD00363,2026-03-16 03:00:00,Plant_A,Prescription Lens,103,Grinding_M1,48.12,336.2,59,Line_1,Day,131,0.83
PROD00364,2026-03-16 04:00:00,Plant_B,Sunglasses,485,Coating_M2,42.36,461.64,3,Line_2,Night,152,0.77
PROD00365,2026-03-16 05:00:00,Plant_A,Contact Lens,372,Assembly_M3,45.67,379.92,46,Line_2,Day,283,0.91
PROD00366,2026-03-16 06:00:00,Plant_B,Contact Lens,254,Assembly_M3,43.4,310.96,48,Line_1,Day,108,0.93
PROD00367,2026-03-16 07:00:00,Plant_A,Reading Glasses,229,Grinding_M1,65.38,375.58,34,Line_1,Night,169,0.71
PROD00368,2026-03-16 08:00:00,Plant_A,Contact Lens,484,Coating_M2,26.55,236.07,4,Line_2,Day,497,0.89
PROD00369,2026-03-16 09:00:00,Plant_A,Optical Frame,488,Coating_M2,20.5,355.8,59,Line_1,Day,443,0.89
PROD00370,2026-03-16 10:00:00,Plant_A,Contact Lens,211,Coating_M2,75.43,410.73,59,Line_1,Day,352,0.99
PROD00371,2026-03-16 11:00:00,Plant_B,Prescription Lens,476,Grinding_M1,41.02,131.23,48,Line_2,Night,144,0.78
PROD00372,2026-03-16 12:00:00,Plant_B,Contact Lens,221,Coating_M2,76.83,263.93,3,Line_1,Night,188,0.85
PROD00373,2026-03-16 13:00:00,Plant_B,Sunglasses,109,Assembly_M3,51.53,316.22,6,Line_2,Night,440,0.95
PROD00374,2026-03-16 14:00:00,Plant_A,Contact Lens,205,Assembly_M3,79.05,295.13,15,Line_1,Day,125,0.85
PROD00375,2026-03-16 15:00:00,Plant_B,Sunglasses,108,Coating_M2,31.06,295.54,22,Line_1,Night,476,0.93
PROD00376,2026-03-16 16:00:00,Plant_A,Contact Lens,312,Grinding_M1,37.6,484.99,41,Line_2,Night,357,0.88
PROD00377,2026-03-16 17:00:00,Plant_A,Prescription Lens,348,Grinding_M1,62.69,142.14,10,Line_2,Night,325,0.86
PROD00378,2026-03-16 18:00:00,Plant_B,Sunglasses,205,Assembly_M3,52.13,463.81,7,Line_2,Day,155,0.81
PROD00379,2026-03-16 19:00:00,Plant_B,Contact Lens,257,Grinding_M1,48.6,117.14,26,Line_1,Day,308,0.89
PROD00380,2026-03-16 20:00:00,Plant_A,Prescription Lens,236,Assembly_M3,69.84,144.38,56,Line_1,Day,421,0.89
PROD00381,2026-03-16 21:00:00,Plant_A,Optical Frame,108,Coating_M2,75.24,169.29,52,Line_1,Night,408,0.99
PROD00382,2026-03-16 22:00:00,Plant_B,Contact Lens,486,Assembly_M3,38.93,396.72,26,Line_2,Day,208,0.86
PROD00383,2026-03-16 23:00:00,Plant_A,Optical Frame,135,Coating_M2,70.0,284.21,53,Line_1,Day,442,0.95
PROD00384,2026-03-17 00:00:00,Plant_A,Sunglasses,237,Grinding_M1,54.12,462.81,29,Line_2,Night,317,0.97
PROD00385,2026-03-17 01:00:00,Plant_B,Prescription Lens,484,Assembly_M3,53.18,149.76,8,Line_1,Night,446,0.77
PROD00386,2026-03-17 02:00:00,Plant_A,Optical Frame,406,Assembly_M3,37.9,379.07,35,Line_1,Day,208,0.84
PROD00387,2026-03-17 03:00:00,Plant_B,Optical Frame,209,Grinding_M1,59.19,151.04,20,Line_1,Day,475,0.96
PROD00388,2026-03-17 04:00:00,Plant_A,Reading Glasses,455,Grinding_M1,43.45,488.71,28,Line_1,Day,121,0.78
PROD00389,2026-03-17 05:00:00,Plant_A,Optical Frame,356,Assembly_M3,62.92,358.73,14,Line_2,Day,398,0.98
PROD00390,2026-03-17 06:00:00,Plant_B,Contact Lens,487,Assembly_M3,51.88,292.11,29,Line_1,Night,450,0.72
PROD00391,2026-03-17 07:00:00,Plant_B,Contact Lens,183,Grinding_M1,62.8,311.48,21,Line_2,Night,365,0.71
PROD00392,2026-03-17 08:00:00,Plant_A,Reading Glasses,454,Coating_M2,31.39,161.65,53,Line_1,Day,100,0.75
PROD00393,2026-03-17 09:00:00,Plant_A,Sunglasses,406,Grinding_M1,57.63,203.32,44,Line_1,Day,201,0.97
PROD00394,2026-03-17 10:00:00,Plant_A,Optical Frame,288,Assembly_M3,42.54,478.02,14,Line_2,Day,382,0.95
PROD00395,2026-03-17 11:00:00,Plant_B,Optical Frame,211,Grinding_M1,55.18,437.81,17,Line_2,Day,244,0.72
PROD00396,2026-03-17 12:00:00,Plant_A,Sunglasses,312,Coating_M2,31.05,132.47,21,Line_2,Day,349,1.0
PROD00397,2026-03-17 13:00:00,Plant_A,Optical Frame,380,Coating_M2,22.92,287.25,19,Line_1,Day,165,0.92
PROD00398,2026-03-17 14:00:00,Plant_B,Reading Glasses,314,Grinding_M1,27.51,396.01,1,Line_1,Night,441,0.87
PROD00399,2026-03-17 15:00:00,Plant_B,Contact Lens,219,Grinding_M1,36.51,195.59,38,Line_2,Day,479,0.98
PROD00400,2026-03-17 16:00:00,Plant_B,Contact Lens,312,Assembly_M3,20.46,153.88,45,Line_1,Night,343,0.75
PROD00401,2026-03-17 17:00:00,Plant_A,Prescription Lens,365,Coating_M2,63.9,287.07,8,Line_1,Day,109,0.94
PROD00402,2026-03-17 18:00:00,Plant_A,Sunglasses,155,Coating_M2,55.46,119.99,21,Line_2,Day,359,0.98
PROD00403,2026-03-17 19:00:00,Plant_B,Contact Lens,316,Grinding_M1,40.99,257.27,13,Line_2,Night,467,0.77
PROD00404,2026-03-17 20:00:00,Plant_A,Sunglasses,481,Grinding_M1,73.54,462.2,4,Line_2,Night,263,0.85
PROD00405,2026-03-17 21:00:00,Plant_A,Contact Lens,388,Grinding_M1,69.55,453.62,46,Line_1,Night,450,0.93
PROD00406,2026-03-17 22:00:00,Plant_B,Sunglasses,399,Coating_M2,56.72,211.43,28,Line_2,Day,432,0.9
PROD00407,2026-03-17 23:00:00,Plant_A,Prescription Lens,122,Assembly_M3,54.35,102.86,47,Line_2,Day,492,0.76
PROD00408,2026-03-18 00:00:00,Plant_A,Prescription Lens,181,Assembly_M3,79.97,468.1,24,Line_1,Night,498,0.96
PROD00409,2026-03-18 01:00:00,Plant_A,Prescription Lens,104,Assembly_M3,25.71,196.65,13,Line_2,Day,336,0.78
PROD00410,2026-03-18 02:00:00,Plant_A,Contact Lens,156,Assembly_M3,32.56,156.85,57,Line_1,Day,126,0.71
PROD00411,2026-03-18 03:00:00,Plant_B,Contact Lens,279,Grinding_M1,77.96,172.67,0,Line_2,Day,124,0.8
PROD00412,2026-03-18 04:00:00,Plant_B,Reading Glasses,244,Grinding_M1,66.89,210.73,42,Line_1,Day,251,0.85
PROD00413,2026-03-18 05:00:00,Plant_A,Sunglasses,218,Grinding_M1,78.67,130.15,28,Line_1,Day,125,1.0
PROD00414,2026-03-18 06:00:00,Plant_B,Optical Frame,472,Grinding_M1,36.32,366.16,57,Line_2,Day,360,0.89
PROD00415,2026-03-18 07:00:00,Plant_B,Reading Glasses,132,Coating_M2,76.6,408.7,9,Line_1,Day,258,0.8
PROD00416,2026-03-18 08:00:00,Plant_A,Optical Frame,485,Coating_M2,48.15,470.73,40,Line_2,Night,481,0.8
PROD00417,2026-03-18 09:00:00,Plant_B,Optical Frame,275,Grinding_M1,54.35,372.65,49,Line_1,Day,474,0.88
PROD00418,2026-03-18 10:00:00,Plant_B,Reading Glasses,248,Grinding_M1,21.46,255.21,3,Line_2,Night,449,0.97
PROD00419,2026-03-18 11:00:00,Plant_B,Contact Lens,127,Grinding_M1,58.34,134.63,17,Line_1,Night,430,0.93
PROD00420,2026-03-18 12:00:00,Plant_B,Sunglasses,322,Grinding_M1,22.73,222.26,38,Line_1,Night,410,0.75
